3962	14	3927	1926-##-##	1929-##-##
3371	13	3245	1995-##-##	####-##-##
1448	1	1449	####-##-##	1996-##-##
5188	15	5189	1973-##-##	2016-##-##
1939	15	5100	1965-##-##	####-##-##
2483	9	2484	1938-##-##	####-##-##
1793	3	1776	####-##-##	1997-##-##
3287	21	9473	1999-##-##	2001-##-##
4090	14	4091	2001-##-##	2009-##-##
692	1	693	1966-##-##	2005-##-##
8669	17	6564	1956-##-##	1956-##-##
2015	6	115	1922-##-##	####-##-##
982	1	241	1968-##-##	####-##-##
3790	14	4261	1338-##-##	####-##-##
4827	14	4149	2008-##-##	2009-##-##
7457	17	6213	2004-##-##	2004-##-##
4068	14	3495	1913-##-##	1943-##-##
8404	17	6979	2000-##-##	2000-##-##
5319	15	4971	2016-##-##	####-##-##
4345	14	3457	2008-##-##	2010-##-##
858	1	681	2015-##-##	####-##-##
5138	15	4973	####-##-##	2015-##-##
7537	17	5939	2011-##-##	2011-##-##
2644	9	2593	1821-##-##	####-##-##
1299	1	129	1790-##-##	1871-##-##
2323	8	2322	1998-##-##	2017-##-##
3390	13	3255	1886-##-##	####-##-##
636	18	9142	1885-##-##	1927-##-##
958	1	148	1790-##-##	1968-##-##
5082	15	4973	####-##-##	2015-##-##
5504	17	6379	2006-##-##	2006-##-##
5292	15	4973	####-##-##	2016-##-##
709	1	370	2015-##-##	####-##-##
2016	6	115	1922-##-##	####-##-##
12528	23	12532	####-##-##	1978-##-##
3244	13	3245	1993-##-##	####-##-##
2223	7	2226	1930-##-##	1931-##-##
9463	21	9464	1826-##-##	1826-##-##
9065	17	9066	2010-##-##	2010-##-##
178	6	180	918-##-##	927-##-##
3635	14	3636	1940-##-##	1946-##-##
3183	12	2029	####-##-##	1654-##-##
3029	17	7026	1959-##-##	1959-##-##
5810	17	8800	2009-##-##	2009-##-##
4556	14	3491	1794-##-##	1801-##-##
4134	14	4135	1891-##-##	1900-##-##
541	1	543	1949-##-##	2006-##-##
7765	17	5946	1996-##-##	1996-##-##
109	0	110	####-##-##	2005-##-##
8081	20	8090	2012-##-##	2012-##-##
8123	17	5816	1941-##-##	1941-##-##
7818	17	7319	1960-##-##	1960-##-##
236	1	237	1952-##-##	1994-##-##
5343	15	4971	2016-##-##	####-##-##
2627	9	2505	1920-##-##	1922-##-##
6215	17	6216	1970-##-##	1970-##-##
9376	20	9203	1995-##-##	1995-##-##
2702	9	2703	1767-##-##	1793-##-##
4534	14	3690	1875-##-##	1876-##-##
1301	1	129	1920-##-##	####-##-##
8934	17	8152	1999-##-##	1999-##-##
619	1	507	####-##-##	2014-##-##
4765	14	4769	1905-##-##	1906-##-##
8725	20	9382	2010-##-##	2010-##-##
1587	1	122	1790-##-##	1871-##-##
2534	9	2844	2006-##-##	2008-##-##
4365	14	4366	1975-##-##	####-##-##
5911	17	5913	1972-##-##	1972-##-##
3168	14	3975	1990-##-##	1992-##-##
7772	17	7776	2004-##-##	2004-##-##
1771	2	1671	1967-##-##	####-##-##
8977	17	6013	1970-##-##	1970-##-##
8967	17	8632	1987-##-##	1987-##-##
282	1	696	####-##-##	2015-##-##
8416	17	6301	2003-##-##	2003-##-##
8486	20	6875	2007-##-##	2007-##-##
5224	15	4971	2017-##-##	####-##-##
7736	17	7226	2005-##-##	2005-##-##
6629	17	6630	2006-##-##	2006-##-##
3316	13	3247	1974-##-##	####-##-##
4588	14	3458	2001-##-##	2005-##-##
1558	1	210	1968-##-##	####-##-##
5788	16	5792	1996-##-##	1996-##-##
11467	22	10177	2006-##-##	2007-##-##
5223	15	4973	####-##-##	2015-##-##
7610	17	7611	1955-##-##	1955-##-##
6455	17	6456	2006-##-##	2006-##-##
5054	15	4973	####-##-##	2015-##-##
4824	14	3710	1450-##-##	####-##-##
182	1	123	1871-##-##	####-##-##
12340	22	10779	2006-##-##	2006-##-##
1108	1	1001	####-##-##	2016-##-##
2449	17	7795	1939-##-##	1939-##-##
121	1	122	1790-##-##	1871-##-##
5251	15	4971	2017-##-##	####-##-##
1806	3	1776	####-##-##	1962-##-##
8850	17	6990	1990-##-##	1990-##-##
2372	8	2371	1954-##-##	1966-##-##
6656	17	6035	2010-##-##	2010-##-##
8284	17	6616	2013-##-##	2013-##-##
5199	15	5113	2007-##-##	####-##-##
1300	1	129	1790-##-##	1871-##-##
1070	1	750	2016-##-##	####-##-##
6627	17	6628	2016-##-##	2016-##-##
4963	17	9059	2003-##-##	2003-##-##
2106	16	2804	1966-##-##	1966-##-##
4538	14	4261	2012-##-##	####-##-##
7666	17	7649	2016-##-##	2016-##-##
4209	14	4151	1922-##-##	1923-##-##
895	1	866	2015-##-##	####-##-##
4720	14	3717	1859-##-##	1862-##-##
2189	14	4332	1961-##-##	1961-##-##
4964	14	4965	2011-##-##	####-##-##
2311	8	2312	1919-##-##	1930-##-##
3827	14	3785	1991-##-##	####-##-##
11629	22	11466	1991-##-##	1993-##-##
3317	13	3252	1970-##-##	####-##-##
5340	15	4971	2016-##-##	####-##-##
8593	17	8594	2001-##-##	2001-##-##
213	1	190	2015-##-##	####-##-##
6742	20	6875	2003-##-##	2003-##-##
6511	20	6012	1933-##-##	1933-##-##
5035	15	4973	####-##-##	2013-##-##
6629	17	6516	2017-##-##	2017-##-##
7294	20	7296	1955-##-##	1955-##-##
8554	17	5931	1970-##-##	1970-##-##
7644	20	7645	2003-##-##	2003-##-##
6137	17	7389	2011-##-##	2011-##-##
1550	1	210	1978-##-##	1991-##-##
1909	14	4273	1990-##-##	1990-##-##
2855	17	7954	1965-##-##	1965-##-##
6019	17	8607	2013-##-##	2013-##-##
6464	17	6466	1981-##-##	1981-##-##
7855	20	9300	2003-##-##	2003-##-##
5254	15	4971	2016-##-##	####-##-##
12375	22	11405	2003-##-##	2003-##-##
4015	14	4016	1970-##-##	1987-##-##
5129	15	4973	####-##-##	2016-##-##
1154	1	953	1790-##-##	1871-##-##
887	1	865	####-##-##	2014-##-##
2047	6	2048	1945-##-##	####-##-##
1115	1	1116	####-##-##	1824-##-##
904	1	866	2015-##-##	####-##-##
8157	17	7917	2011-##-##	2011-##-##
1752	2	1672	1982-##-##	####-##-##
5175	15	4971	2016-##-##	####-##-##
6858	17	6087	1995-##-##	1995-##-##
8714	20	6352	1994-##-##	1994-##-##
628	1	148	1790-##-##	1968-##-##
4346	14	3574	2005-##-##	2007-##-##
930	1	866	2015-##-##	####-##-##
9303	20	5763	2011-##-##	2011-##-##
11260	22	10393	2005-##-##	2006-##-##
933	1	866	2015-##-##	####-##-##
7906	17	7915	2003-##-##	2003-##-##
7825	20	6386	1988-##-##	1988-##-##
1743	2	1672	2000-##-##	####-##-##
5411	16	5529	1991-##-##	1991-##-##
6500	17	6501	2002-##-##	2002-##-##
6247	23	12509	####-##-##	1964-##-##
7102	17	7104	2002-##-##	2002-##-##
4543	14	3676	1930-##-##	1932-##-##
848	1	849	2015-##-##	####-##-##
2534	14	3934	2005-##-##	2006-##-##
178	1	180	####-##-##	927-##-##
1604	1	1596	####-##-##	2014-##-##
538	1	540	####-##-##	2009-##-##
3147	14	4296	1992-##-##	1998-##-##
939	1	866	2015-##-##	####-##-##
3119	14	4207	2004-##-##	2008-##-##
5370	16	5396	2008-##-##	2008-##-##
1021	1	287	2015-##-##	####-##-##
79	0	80	2005-##-##	####-##-##
9144	18	9136	####-##-##	2016-##-##
2980	17	6516	2014-##-##	2014-##-##
9038	17	6123	1994-##-##	1994-##-##
8307	17	8308	2008-##-##	2008-##-##
7392	17	6981	2004-##-##	2004-##-##
6006	17	5818	1822-##-##	####-##-##
11954	22	9839	2005-##-##	2006-##-##
199	1	189	####-##-##	2015-##-##
1580	1	63	####-##-##	2015-##-##
8751	20	7301	1971-##-##	1971-##-##
3770	14	3771	1979-##-##	1987-##-##
50	0	52	2004-##-##	####-##-##
4841	14	4747	2002-##-##	2003-##-##
6828	17	7284	2005-##-##	2005-##-##
8783	17	6364	1978-##-##	1978-##-##
373	1	369	####-##-##	2014-##-##
6	0	8	1368-##-##	1421-##-##
69	0	73	1927-##-##	1930-##-##
5186	15	4971	2016-##-##	####-##-##
990	1	510	1990-##-##	####-##-##
4037	14	2216	1993-##-##	1998-##-##
1808	3	1776	####-##-##	2007-##-##
5050	15	4973	####-##-##	2015-##-##
135	18	438	1793-##-##	####-##-##
9117	17	6888	2013-##-##	2013-##-##
6955	17	6956	1975-##-##	1975-##-##
9042	20	5453	1967-##-##	1967-##-##
4632	17	5816	2007-##-##	####-##-##
5766	16	5767	2002-##-##	2002-##-##
8513	17	8514	2002-##-##	2002-##-##
635	1	294	####-##-##	2015-##-##
5213	15	4973	####-##-##	2016-##-##
4955	14	4956	1871-##-##	1873-##-##
2449	17	7797	1963-##-##	1963-##-##
4733	14	4112	1940-##-##	1943-##-##
21	1	23	####-##-##	2015-##-##
8943	23	12535	####-##-##	1955-##-##
8933	17	5899	1997-##-##	1997-##-##
554	1	524	2015-##-##	####-##-##
7137	17	6066	1830-##-##	1830-##-##
9373	20	9374	2016-##-##	2016-##-##
5914	17	5915	1994-##-##	1994-##-##
1055	1	123	1871-##-##	####-##-##
5479	16	5481	2008-##-##	2008-##-##
4928	14	3444	1965-##-##	1978-##-##
1140	1	210	1968-##-##	####-##-##
5130	15	4973	####-##-##	2016-##-##
9505	21	9469	1917-##-##	1917-##-##
7488	20	9271	1987-##-##	1987-##-##
6327	17	5822	1961-##-##	1961-##-##
6641	17	5972	2003-##-##	2003-##-##
2256	8	2255	2001-##-##	####-##-##
1435	1	125	1790-##-##	1871-##-##
4877	14	3496	2005-##-##	####-##-##
7117	17	5818	1992-##-##	1992-##-##
2200	9	2713	1853-##-##	####-##-##
1881	17	5878	1979-##-##	1979-##-##
2777	9	2505	1918-##-##	####-##-##
3967	14	3498	2008-##-##	####-##-##
1194	1	1142	1871-##-##	1920-##-##
227	1	122	1790-##-##	1871-##-##
8081	17	8082	2012-##-##	2012-##-##
8992	17	8994	1992-##-##	1992-##-##
8784	20	6706	1952-##-##	1952-##-##
7453	17	7455	1987-##-##	1987-##-##
6563	17	6565	1959-##-##	1959-##-##
1921	5	1950	1967-##-##	####-##-##
5814	17	5815	1996-##-##	1996-##-##
7722	17	7848	2011-##-##	2011-##-##
4864	17	6133	2009-##-##	2009-##-##
2854	9	2835	2010-##-##	####-##-##
3084	11	3085	2017-##-##	####-##-##
5548	16	5604	2000-##-##	2000-##-##
2499	14	3444	2009-##-##	####-##-##
4781	14	3437	1997-##-##	2005-##-##
4074	17	6932	1986-##-##	1986-##-##
4701	14	4697	1956-##-##	1958-##-##
3021	10	2924	1850-##-##	1876-##-##
3135	11	3136	####-##-##	1991-##-##
7407	17	7408	2006-##-##	2006-##-##
4120	14	3898	1866-##-##	1867-##-##
825	1	123	1871-##-##	####-##-##
4446	14	3822	1995-##-##	2007-##-##
9398	20	9331	2008-##-##	2008-##-##
8736	20	7301	2005-##-##	2005-##-##
5269	15	4973	####-##-##	2015-##-##
5208	15	4973	####-##-##	2015-##-##
115	15	4995	1973-##-##	####-##-##
1945	5	1946	1992-##-##	####-##-##
1921	5	1982	1984-##-##	####-##-##
4722	14	3733	1823-##-##	1825-##-##
2878	9	2763	2009-##-##	####-##-##
4195	17	6745	2010-##-##	2010-##-##
1579	6	45	1991-##-##	####-##-##
8501	17	6782	1928-##-##	1928-##-##
5206	15	4973	####-##-##	2015-##-##
2252	8	2251	1973-##-##	1976-##-##
3194	17	7466	1992-##-##	1992-##-##
7620	17	7501	1984-##-##	1984-##-##
9525	21	9483	1986-##-##	1998-##-##
4862	14	3495	2001-##-##	2013-##-##
5175	15	4973	####-##-##	2015-##-##
8362	17	6349	1971-##-##	1971-##-##
7113	20	7114	2000-##-##	2000-##-##
1851	10	3052	1918-##-##	1920-##-##
6858	20	8663	2005-##-##	2005-##-##
4394	14	3791	####-##-##	2009-##-##
1493	1	122	1790-##-##	1871-##-##
5325	15	5151	1935-##-##	1999-##-##
1490	1	357	2015-##-##	####-##-##
1124	1	572	2015-##-##	####-##-##
5311	15	4971	2016-##-##	####-##-##
2732	12	3195	1877-##-##	####-##-##
1488	1	181	2015-##-##	####-##-##
472	1	210	1968-##-##	####-##-##
1239	1	1210	1871-##-##	1920-##-##
147	1	148	1790-##-##	1968-##-##
1878	14	4383	2010-##-##	2012-##-##
8123	17	5817	1928-##-##	1928-##-##
5277	15	4973	####-##-##	2015-##-##
7622	17	7363	1982-##-##	1982-##-##
4556	14	3793	1783-##-##	1783-##-##
44	5	1985	1989-##-##	####-##-##
5216	15	4971	2016-##-##	####-##-##
3425	14	3429	1893-##-##	1894-##-##
5239	15	4973	####-##-##	2015-##-##
215	1	189	####-##-##	2015-##-##
2802	9	2585	1966-##-##	####-##-##
9497	21	9446	2008-##-##	2008-##-##
958	1	159	1968-##-##	####-##-##
7195	17	7198	1996-##-##	1996-##-##
2477	17	5800	1995-##-##	1995-##-##
8745	17	6098	1993-##-##	1993-##-##
8784	17	6262	1961-##-##	1961-##-##
4726	14	4727	2004-##-##	2007-##-##
986	1	533	2015-##-##	####-##-##
7964	20	7965	2004-##-##	2004-##-##
4901	14	4902	1942-##-##	1949-##-##
2327	8	2326	1966-##-##	####-##-##
8961	17	6322	1970-##-##	1970-##-##
3931	14	3932	1993-##-##	2000-##-##
896	1	865	####-##-##	2014-##-##
9370	20	5762	1936-##-##	1936-##-##
3167	14	3450	2013-##-##	####-##-##
12156	22	10738	2014-##-##	2015-##-##
2696	14	3649	1834-##-##	1834-##-##
356	1	123	1871-##-##	####-##-##
8282	23	12519	####-##-##	1932-##-##
1562	1	496	2016-##-##	####-##-##
5007	15	4971	2016-##-##	####-##-##
4267	14	4201	2011-##-##	2013-##-##
1764	2	1671	1968-##-##	####-##-##
5850	20	8151	2014-##-##	2014-##-##
1665	1	126	1871-##-##	1920-##-##
12217	22	10250	1997-##-##	1999-##-##
7205	17	6262	1970-##-##	1970-##-##
7321	17	6008	1957-##-##	1957-##-##
6191	17	6193	1974-##-##	1974-##-##
11278	22	10552	2012-##-##	2013-##-##
1921	5	1932	1986-##-##	####-##-##
4331	14	3971	1958-##-##	1959-##-##
11811	22	10974	1987-##-##	1992-##-##
1431	1	1434	1815-##-##	1954-##-##
2543	17	7643	2000-##-##	2000-##-##
5235	15	4973	####-##-##	2015-##-##
843	1	679	####-##-##	2014-##-##
2106	16	5738	1968-##-##	1968-##-##
6960	17	6961	2000-##-##	2000-##-##
1177	1	953	1920-##-##	####-##-##
9262	20	9182	1996-##-##	1996-##-##
8118	17	6863	1998-##-##	1998-##-##
1510	1	123	1871-##-##	####-##-##
2792	17	6623	1896-##-##	1896-##-##
2382	8	2381	1984-##-##	1989-##-##
9048	17	6175	1956-##-##	1956-##-##
874	1	865	####-##-##	2014-##-##
2576	14	3444	2003-##-##	2014-##-##
11040	22	10054	2000-##-##	2001-##-##
1026	1	1027	####-##-##	2015-##-##
8659	17	8660	2004-##-##	2004-##-##
3069	19	9152	1980-##-##	1980-##-##
3251	13	3252	1963-##-##	####-##-##
8755	17	7773	2001-##-##	2001-##-##
1139	1	773	1930-##-##	1932-##-##
8843	17	8514	2005-##-##	2005-##-##
5370	16	5379	1989-##-##	1989-##-##
3709	14	3447	1784-##-##	1793-##-##
2778	17	8040	1985-##-##	1985-##-##
15	1	797	1937-##-##	2004-##-##
5938	17	5946	1990-##-##	1990-##-##
9236	20	5798	1966-##-##	1966-##-##
2380	20	6875	1945-##-##	1945-##-##
8334	17	5800	1991-##-##	1991-##-##
8856	17	6536	2011-##-##	2011-##-##
3184	12	2150	####-##-##	2011-##-##
306	1	701	####-##-##	2015-##-##
4558	14	3431	1958-##-##	1962-##-##
8296	17	8298	1976-##-##	1976-##-##
11401	22	10774	2007-##-##	2010-##-##
4025	14	4027	1987-##-##	1988-##-##
1509	1	123	1871-##-##	####-##-##
8520	17	6408	1983-##-##	1983-##-##
2400	8	2401	1966-##-##	1973-##-##
4483	14	3781	2002-##-##	2003-##-##
4202	14	4203	2010-##-##	2015-##-##
2608	10	2924	1973-##-##	1984-##-##
5774	16	5785	2014-##-##	2014-##-##
3138	19	9157	1954-##-##	1968-##-##
1902	17	7900	1995-##-##	1995-##-##
4377	14	4049	1458-##-##	1464-##-##
3260	21	9434	1905-##-##	1911-##-##
2993	10	2994	1992-##-##	2008-##-##
7083	17	7147	1979-##-##	1979-##-##
1794	3	1776	####-##-##	2007-##-##
2365	8	2366	1950-##-##	1957-##-##
1663	1	123	1871-##-##	####-##-##
6462	17	6066	1948-##-##	1948-##-##
4690	14	4532	2002-##-##	2008-##-##
4865	14	4866	2002-##-##	2006-##-##
1642	1	123	1871-##-##	####-##-##
4436	14	4437	1994-##-##	1997-##-##
5035	15	4971	2013-##-##	####-##-##
3440	14	3441	1633-##-##	1645-##-##
2110	6	402	1926-##-##	1933-##-##
8164	17	8160	1974-##-##	1974-##-##
3229	17	5762	1987-##-##	1987-##-##
6356	17	8244	1959-##-##	1959-##-##
150	1	123	1871-##-##	####-##-##
1444	1	129	1790-##-##	1871-##-##
169	6	2042	1945-##-##	1949-##-##
2183	7	2196	1913-##-##	1920-##-##
4602	14	3496	1933-##-##	1943-##-##
5255	15	4971	2016-##-##	####-##-##
2258	8	2257	1990-##-##	2005-##-##
3759	14	3495	1874-##-##	1877-##-##
12318	22	9604	2009-##-##	2009-##-##
6846	17	6391	1982-##-##	1982-##-##
5524	17	7486	2009-##-##	2009-##-##
4590	14	4591	2010-##-##	2011-##-##
4364	14	3447	1752-##-##	1759-##-##
8982	17	5818	1879-##-##	1879-##-##
1618	1	1597	2015-##-##	####-##-##
5740	16	5748	1999-##-##	1999-##-##
1622	1	1597	2015-##-##	####-##-##
4874	14	3431	2013-##-##	2017-##-##
7876	17	7877	2010-##-##	2010-##-##
11629	22	11466	1994-##-##	1994-##-##
3162	14	4113	1989-##-##	1989-##-##
6940	17	6942	1994-##-##	1994-##-##
3909	14	3447	1860-##-##	1867-##-##
444	7	2234	1959-##-##	1961-##-##
1735	2	1671	1989-##-##	####-##-##
9430	20	5798	1970-##-##	1970-##-##
8792	17	8228	1980-##-##	1980-##-##
5767	17	6447	2002-##-##	2002-##-##
11401	22	10246	2006-##-##	2007-##-##
1063	1	528	2005-##-##	2016-##-##
4783	17	8642	1917-##-##	1917-##-##
5596	16	5601	2007-##-##	2007-##-##
11517	22	11096	1976-##-##	1977-##-##
7785	20	9299	1988-##-##	1988-##-##
3168	17	6736	2013-##-##	2013-##-##
2249	8	2250	1915-##-##	1939-##-##
1935	6	2013	1230-##-##	1516-##-##
1558	1	148	1790-##-##	1968-##-##
8907	17	8909	1999-##-##	1999-##-##
8653	17	5883	1989-##-##	1989-##-##
6428	22	10439	2010-##-##	2014-##-##
1685	2	1672	1991-##-##	####-##-##
8342	17	6109	1938-##-##	1938-##-##
2696	9	2476	1803-##-##	####-##-##
5279	15	4971	2016-##-##	####-##-##
557	1	559	1952-##-##	1994-##-##
424	15	4986	####-##-##	2016-##-##
785	5	1995	2012-##-##	####-##-##
2183	7	2190	1945-##-##	1945-##-##
1410	1	123	1871-##-##	####-##-##
5700	16	2446	2007-##-##	2007-##-##
11775	22	2772	2012-##-##	2012-##-##
11650	22	10274	2012-##-##	2013-##-##
5006	15	4986	####-##-##	2015-##-##
5351	15	4971	2016-##-##	####-##-##
4157	14	4158	1378-##-##	1388-##-##
5276	15	4973	####-##-##	2015-##-##
10755	22	9986	2009-##-##	2010-##-##
5190	15	5113	2007-##-##	####-##-##
261	1	262	1776-##-##	1783-##-##
3389	13	3366	2013-##-##	####-##-##
10506	22	9558	2010-##-##	2011-##-##
1469	1	1449	####-##-##	1996-##-##
5500	17	5900	1998-##-##	1998-##-##
1364	1	694	1929-##-##	2005-##-##
4926	14	3458	2001-##-##	2005-##-##
5756	20	9298	2006-##-##	2006-##-##
8287	17	7597	2012-##-##	2012-##-##
1068	1	539	2009-##-##	####-##-##
4753	14	3838	1929-##-##	1930-##-##
1693	2	1697	1993-##-##	####-##-##
1747	2	1671	1982-##-##	####-##-##
8437	17	7204	2006-##-##	2006-##-##
5572	16	5576	1981-##-##	1981-##-##
75	0	76	####-##-##	2015-##-##
1574	1	970	####-##-##	1997-##-##
9379	20	5762	1909-##-##	1909-##-##
1572	1	122	1790-##-##	1871-##-##
4585	14	3726	1963-##-##	1971-##-##
4668	14	4140	2013-##-##	2016-##-##
703	1	704	####-##-##	2015-##-##
2453	8	2452	2005-##-##	2006-##-##
330	1	471	2015-##-##	####-##-##
118	1	120	1930-##-##	1935-##-##
10329	22	9830	2009-##-##	2009-##-##
1921	5	1985	1964-##-##	####-##-##
11632	22	11591	2010-##-##	2010-##-##
11335	22	10219	2008-##-##	2009-##-##
3393	13	3308	1989-##-##	####-##-##
7589	17	6909	1972-##-##	1972-##-##
7460	17	6101	1986-##-##	1986-##-##
4646	14	3591	1902-##-##	1903-##-##
906	1	866	2015-##-##	####-##-##
5226	15	4973	####-##-##	2015-##-##
1522	1	148	1790-##-##	1968-##-##
8329	17	6470	1986-##-##	1986-##-##
11856	22	10447	2002-##-##	2002-##-##
7751	17	6910	2010-##-##	2010-##-##
4322	14	4323	1922-##-##	1924-##-##
1484	1	155	####-##-##	2014-##-##
1284	1	1210	1871-##-##	1920-##-##
4115	14	4116	1953-##-##	1955-##-##
1090	1	515	2015-##-##	####-##-##
8130	17	7039	1984-##-##	1984-##-##
4450	14	4451	2007-##-##	2011-##-##
9378	20	6180	1974-##-##	1974-##-##
12098	22	11662	2011-##-##	2012-##-##
2661	9	2486	2000-##-##	####-##-##
760	15	4983	####-##-##	2014-##-##
4547	14	3666	1946-##-##	1949-##-##
8239	20	8240	2013-##-##	2013-##-##
2823	17	6988	1978-##-##	1978-##-##
1983	5	1920	1962-##-##	####-##-##
1655	1	210	1968-##-##	####-##-##
8116	17	8117	2005-##-##	2005-##-##
3213	12	2660	2009-##-##	####-##-##
3701	17	6133	1994-##-##	1994-##-##
1354	1	1142	####-##-##	1920-##-##
9145	18	304	2015-##-##	####-##-##
677	1	241	1968-##-##	####-##-##
4936	14	3455	2015-##-##	2017-##-##
4082	14	3747	1933-##-##	1937-##-##
4307	14	4308	1912-##-##	1914-##-##
1044	1	125	1920-##-##	####-##-##
4672	14	4499	1986-##-##	1989-##-##
4645	14	3726	2006-##-##	2012-##-##
791	1	636	1979-##-##	2004-##-##
564	1	531	2015-##-##	####-##-##
8158	17	6793	1977-##-##	1977-##-##
4979	15	4973	####-##-##	2015-##-##
4863	14	3431	2007-##-##	2012-##-##
857	15	4987	2009-##-##	####-##-##
6870	17	6270	1985-##-##	1985-##-##
8970	17	5819	1837-##-##	1837-##-##
2719	10	3016	1912-##-##	1918-##-##
2241	8	2242	1927-##-##	1936-##-##
1472	1	155	####-##-##	2014-##-##
2398	8	2399	1951-##-##	1952-##-##
2414	8	2415	1972-##-##	####-##-##
5341	15	4973	####-##-##	2015-##-##
9490	21	9457	1900-##-##	1900-##-##
4411	14	4286	2008-##-##	2009-##-##
5274	15	4971	2016-##-##	####-##-##
4137	14	4138	1989-##-##	1993-##-##
9241	20	7862	1984-##-##	1984-##-##
2824	9	2480	1923-##-##	####-##-##
164	1	166	2015-##-##	####-##-##
1882	14	4264	1994-##-##	2001-##-##
4126	14	4128	2014-##-##	####-##-##
8740	20	8741	1993-##-##	1993-##-##
638	1	357	2015-##-##	####-##-##
12293	22	10101	1999-##-##	2001-##-##
1783	3	1784	1988-##-##	####-##-##
6137	20	7387	2011-##-##	2011-##-##
2183	7	2184	2009-##-##	2011-##-##
1724	2	1672	2008-##-##	####-##-##
3801	17	6294	2006-##-##	2006-##-##
9042	17	7416	1968-##-##	1968-##-##
1128	1	295	2015-##-##	####-##-##
2089	6	115	1922-##-##	####-##-##
6923	17	6578	2012-##-##	2012-##-##
9388	20	9050	1997-##-##	1997-##-##
8647	17	6408	2004-##-##	2004-##-##
12466	22	9898	2001-##-##	2001-##-##
5143	15	4971	2017-##-##	####-##-##
998	1	433	1968-##-##	####-##-##
9052	17	6776	2007-##-##	2007-##-##
9353	20	5762	1964-##-##	1964-##-##
7208	17	7209	1933-##-##	1933-##-##
2693	14	3468	1922-##-##	1952-##-##
1378	1	953	1920-##-##	####-##-##
11775	22	11226	2005-##-##	2006-##-##
197	1	189	####-##-##	2015-##-##
5370	16	5379	1988-##-##	1988-##-##
5370	16	5397	2015-##-##	2015-##-##
385	1	210	1968-##-##	####-##-##
1563	1	129	1790-##-##	1871-##-##
417	1	320	2016-##-##	####-##-##
9512	21	9457	1980-##-##	1980-##-##
5063	15	4971	2016-##-##	####-##-##
9075	17	6101	1994-##-##	1994-##-##
3051	10	2924	1807-##-##	1822-##-##
3477	14	3478	1855-##-##	1857-##-##
485	1	210	1968-##-##	####-##-##
6911	17	6906	1980-##-##	1980-##-##
9111	17	6962	1998-##-##	1998-##-##
3335	13	3336	1986-##-##	####-##-##
1498	1	384	2015-##-##	####-##-##
3186	19	115	1887-##-##	1904-##-##
473	5	1974	1979-##-##	####-##-##
12000	22	11029	2010-##-##	2010-##-##
3603	14	3606	1999-##-##	2003-##-##
4031	14	3495	1989-##-##	2001-##-##
8081	17	8093	2012-##-##	2012-##-##
3183	12	32	1654-##-##	####-##-##
50	0	51	1928-##-##	2004-##-##
12503	23	12520	####-##-##	1991-##-##
7685	20	7686	1998-##-##	1998-##-##
3119	14	4208	2012-##-##	2014-##-##
5138	15	4971	2016-##-##	####-##-##
7739	20	7609	1983-##-##	1983-##-##
4855	14	4856	1307-##-##	1310-##-##
763	1	764	####-##-##	2016-##-##
675	6	2051	1692-##-##	1807-##-##
8574	17	7903	2003-##-##	2003-##-##
6266	17	6068	1915-##-##	1915-##-##
5168	15	4987	2009-##-##	####-##-##
5700	16	5702	1982-##-##	1982-##-##
4094	14	4096	2006-##-##	2008-##-##
5611	16	5614	1969-##-##	1969-##-##
6928	20	6012	1963-##-##	1963-##-##
649	1	641	2005-##-##	2016-##-##
7573	20	6706	1923-##-##	1923-##-##
4980	15	4971	2017-##-##	####-##-##
468	1	125	1920-##-##	####-##-##
4820	14	4174	1974-##-##	1974-##-##
2769	17	6452	1835-##-##	1835-##-##
8415	17	6528	2013-##-##	2013-##-##
8740	17	8741	1993-##-##	1993-##-##
6598	17	6079	1987-##-##	1987-##-##
1553	1	122	1790-##-##	1871-##-##
1233	1	122	1790-##-##	1871-##-##
3378	13	3247	1966-##-##	####-##-##
4507	14	4420	1992-##-##	1998-##-##
2017	6	2018	1918-##-##	####-##-##
2907	9	2533	1984-##-##	####-##-##
3288	13	3245	2003-##-##	####-##-##
1931	15	4990	1977-##-##	####-##-##
7846	17	5815	1985-##-##	1985-##-##
4729	14	3495	1883-##-##	1895-##-##
11970	22	9994	2005-##-##	2007-##-##
8978	17	5818	1898-##-##	1898-##-##
4926	14	3438	1994-##-##	1997-##-##
3528	14	3530	1987-##-##	1988-##-##
5596	16	5606	2005-##-##	2005-##-##
1658	1	312	1968-##-##	####-##-##
9525	21	9484	1986-##-##	1986-##-##
2055	18	9138	####-##-##	2016-##-##
3024	19	9153	1957-##-##	1961-##-##
342	1	123	1871-##-##	####-##-##
3144	23	12529	1940-##-##	####-##-##
9965	22	9822	2008-##-##	2011-##-##
3063	17	5933	1962-##-##	1962-##-##
4197	14	4752	2000-##-##	2002-##-##
9420	20	9182	1996-##-##	1996-##-##
3325	13	3294	1905-##-##	####-##-##
4071	14	4072	2005-##-##	####-##-##
5005	15	4971	2016-##-##	####-##-##
724	5	1913	1976-##-##	####-##-##
5172	15	4973	####-##-##	2015-##-##
11207	22	2157	2007-##-##	2007-##-##
7358	17	7359	2004-##-##	2004-##-##
1368	1	953	1920-##-##	####-##-##
4762	14	3454	2017-##-##	####-##-##
169	5	1936	1992-##-##	####-##-##
